Sample,PvP01_14_v1:763508,PvP01_03_v1:823594,PvP01_10_v1:184645,PvP01_10_v1:483568,PvP01_12_v1:377299,PvP01_11_v1:1364199,PvP01_10_v1:480601,PvP01_13_v1:1332969,PvP01_14_v1:1272043,PvP01_14_v1:460513,PvP01_12_v1:1695950,PvP01_10_v1:383155,PvP01_12_v1:1127030,PvP01_12_v1:1738799,PvP01_13_v1:66121,PvP01_14_v1:2339401,PvP01_10_v1:256817,PvP01_05_v1:1278457,PvP01_06_v1:882660,PvP01_14_v1:1160762,PvP01_11_v1:1137410,PvP01_06_v1:923512,PvP01_08_v1:879062,PvP01_03_v1:764851,PvP01_09_v1:1101235,PvP01_08_v1:1420994,PvP01_13_v1:516924,PvP01_14_v1:1229487,PvP01_14_v1:2566159,PvP01_12_v1:553265,PvP01_05_v1:1052474,PvP01_11_v1:371608,PvP01_06_v1:646186,PvP01_09_v1:303291,PvP01_12_v1:2324641,PvP01_12_v1:1116377,PvP01_09_v1:924204,PvP01_05_v1:1286077,PvP01_07_v1:595236,PvP01_06_v1:757119,PvP01_07_v1:507890,PvP01_14_v1:1343648,PvP01_08_v1:1506827,PvP01_07_v1:1137322,PvP01_14_v1:344881,PvP01_12_v1:338808,PvP01_09_v1:1169264,PvP01_14_v1:1270401,PvP01_10_v1:1131031,PvP01_08_v1:442363,PvP01_11_v1:1724604,PvP01_12_v1:882252,PvP01_14_v1:1349891,PvP01_10_v1:165046,PvP01_14_v1:2907128,PvP01_03_v1:850299,PvP01_09_v1:1547999,PvP01_09_v1:735276,PvP01_09_v1:1884013,PvP01_05_v1:1020519,PvP01_03_v1:384548,PvP01_05_v1:452615,PvP01_04_v1:400824,PvP01_14_v1:2921425,PvP01_02_v1:355597,PvP01_12_v1:1463080,PvP01_11_v1:384043,PvP01_08_v1:555644,PvP01_11_v1:550783,PvP01_09_v1:644970,PvP01_07_v1:427785,PvP01_12_v1:1988355,PvP01_08_v1:956216,PvP01_01_v1:746509,PvP01_05_v1:693449,PvP01_06_v1:645726,PvP01_13_v1:485833,PvP01_14_v1:138349,PvP01_13_v1:699780,PvP01_05_v1:1285366,PvP01_04_v1:341631,PvP01_14_v1:446323,PvP01_11_v1:1226906,PvP01_03_v1:184372,PvP01_14_v1:1266326,PvP01_11_v1:1345904,PvP01_11_v1:503992,PvP01_11_v1:1448769,PvP01_12_v1:1400307,PvP01_02_v1:491114,PvP01_09_v1:339310,PvP01_13_v1:1209242,PvP01_11_v1:516764,PvP01_13_v1:1340035,PvP01_13_v1:1036146,PvP01_12_v1:1512622,PvP01_14_v1:1258544,PvP01_11_v1:108593,PvP01_03_v1:220999,PvP01_13_v1:411903,PvP01_02_v1:718939,PvP01_05_v1:1049754,PvP01_09_v1:448825,PvP01_11_v1:1868012,PvP01_04_v1:776919,PvP01_05_v1:1079461,PvP01_07_v1:261070,PvP01_14_v1:1348961,PvP01_10_v1:671286,PvP01_12_v1:2057371,PvP01_13_v1:1661666,PvP01_05_v1:1045059,PvP01_12_v1:2353408
PNG_PVRVL2000,N,G,G,G,T,C,G,N,T,A,C,N,T,C,A,C,C,C,C,C,C,C,T,C,N,T,N,T,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,T,G,N,G,G,G,C,G,G,T,N,C,C,G,T,C,A,G,G,C,C,G,C,T,C,G,G,C,G,G,N,A,A,A,G,T,N,T,G,G,A,N,A,A,A,A,C,G,G,G,N,G,C,A,C,N,G,G,C,C,G,G,A,C,G,T,A,C,C
PNG_PVRVL2003,N,G,G,G,T,C,G,N,N,A,C,N,T,C,A,C,C,C,C,C,C,C,T,C,G,T,N,T,C,T,G,N,T,C,C,C,C,G,G,G,T,T,A,C,T,G,T,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,G,C,C,G,C,T,N,G,G,C,G,G,T,A,A,A,N,T,N,T,G,G,A,G,A,A,N,A,C,G,G,G,N,G,C,A,C,N,G,G,C,C,G,G,A,C,G,T,A,C,C
PNG_PVXMQ2006,N,G,G,G,T,C,G,T,T,A,C,G,T,C,A,C,C,C,C,C,C,C,T,C,A,T,C,N,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,T,G,T,G,G,G,C,G,G,T,G,C,C,G,T,C,N,G,G,C,C,G,C,T,C,G,G,C,G,G,T,A,A,A,N,T,N,T,G,G,A,G,A,A,A,A,C,G,G,G,N,G,C,A,C,N,G,G,C,C,G,G,A,C,G,T,A,C,C
PNG_PVXMW2006,C,G,G,G,X,C,G,N,T,A,C,G,T,C,X,C,C,C,X,C,C,C,T,C,X,T,X,X,C,T,G,A,X,C,C,C,C,G,G,X,T,T,A,C,T,G,X,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,X,C,C,G,C,T,C,X,G,C,G,G,G,A,A,A,X,T,G,T,G,G,A,G,A,X,A,A,C,G,G,G,X,G,C,A,C,X,X,G,C,C,G,X,A,C,G,T,A,C,C
PNG_PVXMZ2010,X,G,G,G,T,C,G,T,T,A,C,G,X,C,X,C,C,C,C,X,X,C,T,X,G,X,X,X,X,T,G,A,T,C,C,X,C,G,X,G,T,T,A,C,T,G,T,G,X,G,C,G,G,T,X,C,N,G,T,C,A,X,G,X,X,G,C,T,C,G,X,C,G,G,X,A,A,X,G,T,X,T,G,X,X,G,A,X,A,A,C,X,G,G,T,G,X,A,X,A,G,X,C,C,X,X,A,C,G,T,A,C,C
PNG_chesson,N,G,G,G,T,N,G,C,T,N,C,G,T,C,N,C,C,C,C,C,C,C,T,T,G,T,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,N,G,N,G,G,N,C,G,G,G,G,C,C,G,T,C,A,G,G,C,N,G,C,T,C,A,G,C,G,N,T,A,A,A,N,T,N,T,G,G,A,G,A,A,A,A,C,N,G,G,T,G,C,A,C,N,G,G,N,C,G,G,A,C,G,T,A,C,C
PP0031-C,X,G,G,G,T,X,G,X,T,X,C,G,G,X,A,C,C,C,X,C,C,C,T,C,G,T,T,X,C,T,G,A,T,C,C,C,X,G,G,G,T,T,A,C,X,A,X,G,G,G,C,G,X,T,G,X,X,G,T,X,A,G,X,C,C,G,C,X,C,X,G,C,G,A,X,X,G,A,G,T,G,C,X,X,X,G,A,X,T,X,X,G,X,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
PP0033-C,X,X,G,G,T,X,G,X,X,X,C,G,X,C,X,X,X,X,C,X,C,C,X,C,G,T,X,G,C,T,G,X,T,C,C,C,C,X,X,X,T,X,A,X,X,X,X,G,X,X,C,G,G,T,G,C,C,X,X,C,A,X,A,C,C,G,C,T,C,X,G,C,X,X,G,A,X,A,X,T,G,X,G,G,A,G,A,G,X,G,C,X,G,G,C,X,X,X,C,X,X,G,C,X,C,G,A,C,X,T,C,X,C
PP0035-C,X,X,X,G,T,C,G,X,X,X,C,G,T,C,A,X,X,X,C,X,X,X,X,X,G,T,X,X,X,T,X,A,T,X,X,C,C,G,G,G,T,X,X,X,X,X,C,X,G,X,X,G,G,X,X,X,X,X,X,C,X,G,X,C,C,G,C,C,C,X,X,C,G,X,X,A,X,X,X,T,G,C,G,X,X,G,X,G,X,A,C,G,G,G,C,G,C,X,X,X,G,G,C,C,X,X,A,C,X,T,A,C,C
PP0036-C,A,G,G,G,T,C,G,X,T,A,C,G,T,C,A,C,C,C,C,C,C,C,T,C,X,T,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,G,A,C,G,G,N,C,G,G,G,G,C,C,G,T,C,A,G,X,C,C,G,C,X,N,X,G,C,G,A,G,A,G,A,G,T,G,T,N,G,A,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,T,G,C,C,N,G,A,C,G,T,A,C,C
PP0039-C,A,G,G,X,T,C,G,C,T,A,C,G,G,C,A,C,X,C,C,C,C,C,T,X,G,T,C,G,C,T,G,A,T,C,X,X,C,G,X,G,T,T,A,C,G,A,X,G,G,X,X,G,G,T,G,C,C,G,G,C,A,G,A,X,C,G,C,T,G,X,G,C,G,A,G,A,G,A,G,T,G,T,T,G,A,G,A,G,T,A,G,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,X,G,T,X,X,C
PP0065-CW,C,A,G,G,T,C,G,C,T,A,T,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,G,A,C,G,G,T,C,G,G,G,G,C,C,G,G,C,A,G,A,C,C,G,C,C,C,A,G,C,G,A,G,A,G,A,G,C,G,C,G,G,T,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,A,C,C
PP0078-CW,X,G,G,X,T,X,G,X,X,X,X,X,X,C,X,X,X,C,C,X,X,C,X,X,X,T,C,G,C,T,X,A,T,C,X,X,X,G,G,G,X,T,A,X,X,X,C,G,G,X,X,G,G,X,X,X,C,X,G,X,A,G,X,X,C,G,C,X,X,A,X,C,X,A,X,A,X,A,A,T,X,X,X,G,A,G,X,X,X,X,X,G,G,G,C,G,C,X,X,T,X,G,X,X,X,G,A,C,X,T,X,X,C
PP0096-CW,X,G,X,G,T,C,G,X,T,X,C,G,G,C,X,C,X,C,C,X,C,C,T,C,G,X,X,X,C,X,G,X,T,C,X,X,C,X,G,G,T,X,A,C,X,X,X,G,G,T,X,X,G,T,X,C,C,X,T,X,A,X,X,C,C,G,C,X,C,A,G,C,G,X,G,A,A,X,G,T,X,T,X,X,A,G,A,X,T,A,C,X,X,X,X,X,C,A,C,T,G,G,C,X,G,X,A,C,G,X,A,X,C
PP0097-C,A,A,G,G,T,C,G,N,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,N,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,G,A,C,G,G,T,C,G,G,G,G,C,C,G,G,C,A,G,A,C,C,G,C,T,G,A,G,C,G,A,G,A,G,A,G,T,G,T,G,G,T,G,A,G,T,G,N,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,N,C,C
PP0131-C,X,G,G,X,X,C,G,X,X,G,C,X,G,C,A,C,C,X,C,C,C,C,T,C,X,T,C,X,C,T,X,A,T,X,C,C,X,G,G,G,T,T,A,C,X,A,C,X,G,T,C,G,G,X,G,C,X,G,X,C,A,G,A,X,C,X,C,T,X,A,G,X,G,X,X,X,X,X,X,T,X,C,X,X,A,X,X,G,X,A,X,X,G,G,C,G,C,X,C,T,G,G,C,C,X,G,A,X,X,T,X,C,C
PP0135-CW,X,A,G,G,T,C,X,X,T,X,C,G,X,X,X,X,C,C,X,C,C,X,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,X,G,G,T,T,A,C,G,A,C,G,X,X,C,G,G,G,G,C,C,G,G,C,X,G,X,X,C,G,C,T,X,A,G,C,X,A,G,A,G,X,X,X,G,T,G,G,X,X,A,X,T,X,X,G,G,G,C,G,C,A,C,T,G,G,C,X,C,G,A,X,G,T,C,X,X
PP0150-C,X,G,G,G,X,C,G,T,T,G,C,G,X,C,X,C,X,C,C,X,C,X,T,C,G,T,C,G,X,T,X,X,X,X,C,X,C,G,X,G,T,X,A,C,X,A,X,G,G,T,X,X,G,X,G,X,X,G,G,C,A,G,X,C,C,G,C,T,G,X,G,C,G,X,X,X,X,A,X,T,G,C,G,G,X,G,A,G,T,A,X,X,G,G,C,G,C,A,X,T,X,G,C,C,X,G,A,C,X,X,X,X,C
PP0151-C,X,G,G,G,X,X,X,X,X,X,C,G,X,C,A,X,A,C,X,C,X,X,X,C,G,T,T,G,C,X,X,A,T,C,C,C,C,G,G,G,X,T,X,C,X,A,C,X,G,X,X,G,G,T,G,X,X,X,T,C,A,G,X,X,X,G,X,T,C,X,G,X,G,A,X,A,X,A,X,T,X,T,G,G,X,G,A,X,X,X,X,G,G,X,X,G,C,X,C,X,X,G,C,C,X,G,X,X,X,T,A,C,C
PP0156-C,A,X,X,G,T,X,G,X,T,A,C,G,X,C,A,C,X,C,X,X,C,C,X,X,G,T,X,G,X,T,X,A,X,C,C,X,X,G,G,X,T,X,A,X,X,X,C,X,G,G,X,X,G,G,X,X,X,X,G,C,A,G,X,X,C,G,X,X,X,A,X,C,G,X,G,A,X,X,X,T,G,X,X,G,X,X,A,X,X,X,C,X,X,G,C,G,C,X,C,X,G,X,X,C,X,G,A,X,G,X,X,C,X
PQ0001-C,X,G,G,G,T,A,X,T,T,G,C,G,X,C,A,C,C,C,C,X,C,C,X,C,G,T,C,G,C,T,X,X,X,C,C,C,C,G,G,X,T,T,A,C,X,A,T,X,G,X,C,X,G,G,G,C,C,G,G,X,A,G,X,C,C,G,C,T,X,X,G,C,X,A,G,A,X,X,G,T,G,X,X,G,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,X,A,C,G,T,C,C,C
PQ0002-C,A,G,G,G,T,C,G,C,T,G,T,G,G,C,T,C,A,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,N,A,C,G,G,T,C,G,G,G,G,C,C,G,G,C,A,G,A,C,C,G,C,T,G,A,G,C,G,A,G,A,G,A,A,T,G,N,N,G,T,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
PQ0003-C,A,G,G,G,T,N,G,C,T,N,C,G,T,C,A,C,A,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,N,A,N,G,G,T,C,G,G,N,G,C,C,G,T,C,A,G,A,C,C,G,C,N,N,A,G,C,G,A,G,A,G,A,N,T,G,N,N,G,N,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,N,G,A,C,G,T,C,C,C
PQ0005-C,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
PQ0008-C,A,G,G,G,T,C,G,T,T,A,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,G,A,T,G,G,T,C,G,G,T,G,C,C,G,G,C,A,G,A,C,C,G,C,C,C,A,G,C,G,A,G,A,G,A,A,T,G,C,T,G,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
PQ0011-CW,X,X,X,X,X,X,X,T,X,X,X,X,G,C,X,X,C,C,X,X,X,C,X,C,X,X,C,G,X,X,X,X,X,C,X,C,C,G,X,X,X,T,X,X,X,X,X,X,X,X,C,G,X,T,X,X,X,X,X,X,A,X,X,X,C,G,X,X,C,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,X,X,X,X,T,A,C,G,G,X,X,X,X,X,C,X,X,G,X,X,G,X,X,X,X,X,X,X,X
PQ0012-CW,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,G,A,G,T,T,A,A,G,A,C,G,G,T,C,G,G,T,G,C,C,G,G,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,G,T,A,C,T,G,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,T,G,C,C,C,G,A,C,G,T,C,C,C
PQ0013-CW,A,G,G,G,T,C,X,X,T,X,X,G,X,C,X,C,C,C,C,C,C,C,T,C,X,A,C,G,T,X,G,A,T,X,X,C,X,G,G,G,T,X,X,C,G,A,C,G,G,X,C,X,G,G,G,X,C,G,G,C,A,X,A,C,X,G,C,T,X,A,X,X,G,A,X,A,G,A,X,T,X,C,T,G,A,G,X,G,X,X,C,G,X,G,X,G,X,A,C,T,X,G,C,C,G,G,A,C,G,G,C,X,X
PQ0014-CW,A,G,G,G,T,C,G,N,T,G,N,G,G,C,N,C,A,C,C,C,C,C,T,C,G,T,C,G,N,T,G,A,T,C,C,C,C,G,G,G,T,T,A,N,T,A,C,G,G,T,C,G,G,N,G,C,C,G,G,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,N,T,N,C,N,G,A,G,A,G,T,N,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,N,C,C
PQ0015-CW,A,G,G,G,T,C,G,C,T,G,T,G,G,C,A,C,A,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,A,T,A,C,G,G,T,C,G,G,T,G,C,C,G,G,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,G,T,A,C,T,G,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,A,C,C
PQ0016-CW,A,G,G,G,T,C,G,C,T,G,C,G,G,C,T,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,G,A,G,T,T,A,C,G,A,C,G,G,T,C,G,G,G,G,C,C,G,G,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,G,T,G,C,T,G,T,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,C,C,C
PR0168-CW,A,A,G,G,A,C,A,T,T,A,C,G,T,C,T,C,C,C,C,C,C,C,T,C,G,T,C,G,C,A,G,A,T,C,C,C,C,G,G,G,T,T,A,A,G,G,C,G,G,T,C,G,G,T,G,C,C,G,T,C,T,G,A,C,T,G,C,C,G,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,A,A,G,C,G,G,G,T,G,C,A,C,T,G,G,T,C,C,G,A,C,G,T,A,C,C
PR0169-C,A,A,G,G,A,C,N,T,A,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,X,G,C,T,G,X,T,T,C,C,C,G,G,G,T,T,A,A,X,G,C,C,G,T,C,G,G,T,G,C,N,G,T,C,T,G,A,C,C,G,C,C,C,A,G,C,G,G,T,A,G,X,A,T,G,T,G,G,X,G,A,G,A,N,C,G,G,G,C,G,C,A,C,T,G,G,T,C,C,T,N,C,G,N,A,X,C
PR0170-C,A,G,G,G,T,C,G,N,A,G,C,G,T,C,A,C,C,X,C,C,C,C,T,C,G,T,T,G,C,T,G,A,T,T,C,C,X,G,G,X,T,T,A,A,G,G,C,N,G,T,C,G,G,G,T,C,X,G,T,C,T,G,A,C,T,G,C,C,C,X,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,C,A,G,A,N,C,G,G,G,T,G,C,A,C,T,T,G,C,C,C,G,A,C,X,G,A,C,C
PR0172-C,A,A,G,G,A,C,A,T,T,G,C,T,T,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,T,T,C,C,C,G,G,G,T,T,A,A,G,G,C,G,G,T,C,G,G,T,G,C,C,G,T,C,T,G,A,C,T,G,C,C,C,A,G,C,G,G,T,A,G,A,A,T,A,T,G,G,T,C,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,A,C,C
PR0173-C,A,G,G,G,A,C,G,T,X,G,C,T,G,C,A,C,C,X,C,C,C,C,T,C,G,T,T,G,C,X,G,A,T,X,C,C,C,G,G,G,T,T,A,A,X,G,C,C,G,G,C,G,G,T,G,G,X,G,T,C,T,C,A,C,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,T,G,A,A,A,A,G,G,G,G,T,G,T,A,C,T,G,G,T,C,G,T,X,X,G,T,A,C,C
PR0174-CW,X,G,X,X,X,X,X,T,X,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,X,X,X,G,X,X,X,A,T,X,X,C,X,X,G,X,X,X,X,X,X,X,C,X,X,X,X,X,X,G,X,X,X,X,X,X,X,X,X,X,X,X,C,T,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,G,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,X
PR0175-C,A,A,G,G,X,C,G,T,T,G,C,G,T,C,T,C,C,C,X,C,X,C,T,C,G,T,C,G,C,T,G,A,T,T,C,C,T,G,G,G,T,T,A,A,G,X,C,G,G,T,C,G,G,T,G,C,X,G,T,C,A,G,A,X,C,G,C,C,X,A,G,C,G,G,G,A,G,A,A,T,G,T,G,X,T,G,A,A,A,A,X,G,G,G,C,G,C,A,C,T,G,G,C,C,G,T,A,C,G,T,A,T,C
PR0176-C,N,N,G,G,N,C,N,N,T,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,T,C,C,N,G,G,G,T,T,A,A,N,G,C,G,G,G,C,G,G,N,G,C,C,G,T,C,N,G,A,C,N,G,C,C,N,A,G,C,G,G,N,A,G,A,A,T,N,T,G,G,A,G,A,N,A,N,C,G,G,G,N,G,C,A,C,T,G,G,N,C,C,T,A,C,G,N,A,N,C
PR0177-C,A,A,G,G,T,C,A,T,T,N,N,G,T,C,N,C,C,C,C,C,N,C,T,C,G,T,C,G,C,T,G,A,T,N,C,C,C,G,G,G,T,T,A,A,G,G,C,G,G,N,C,G,G,T,G,N,C,G,T,C,T,G,A,C,T,G,C,C,C,A,G,C,G,G,N,N,G,A,G,T,N,T,G,G,T,G,A,A,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,N,N,G,A,C,G,N,A,C,C
PR0178-C,A,G,G,G,A,X,G,T,T,X,C,X,G,C,X,C,C,X,C,C,X,C,X,C,G,T,T,G,X,X,X,X,T,C,X,C,X,G,G,G,T,T,A,X,T,G,C,X,G,X,X,X,G,G,X,C,T,G,X,C,X,X,A,C,X,X,C,X,C,X,G,C,G,G,X,A,G,A,A,X,X,X,X,G,X,G,A,A,A,A,C,X,G,G,X,G,C,A,C,T,X,G,T,C,G,G,A,C,G,X,A,C,C
PR0180-C,A,A,G,G,A,C,A,T,T,G,C,G,G,C,A,C,C,C,C,C,T,C,T,C,G,T,T,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,A,G,G,C,G,G,T,C,G,G,T,G,C,C,G,T,C,A,G,A,C,T,G,C,T,C,A,G,C,G,G,T,A,G,A,G,T,A,T,G,G,T,G,A,A,A,A,G,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,A,C,C
PR0181-C,A,A,G,G,A,C,A,T,T,G,C,G,T,C,A,C,C,C,X,C,C,C,T,C,G,T,X,G,C,T,G,A,T,T,C,C,N,G,G,G,T,T,A,A,G,G,C,G,G,T,C,G,G,T,G,C,T,G,T,C,A,X,A,X,T,G,C,C,C,A,G,C,G,G,T,A,G,A,G,T,A,T,G,G,T,G,A,A,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,G,C,G,T,A,C,C
PR0184-CW,C,G,G,G,A,C,G,T,T,G,C,G,T,C,N,C,C,C,C,C,C,X,T,T,G,T,C,G,C,X,G,A,X,T,C,C,C,G,G,G,X,T,A,A,T,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,T,X,A,C,T,G,C,C,G,A,G,C,G,X,G,A,G,A,G,T,X,T,G,G,A,X,A,A,A,A,X,G,G,G,C,G,C,A,C,T,G,G,T,C,C,G,A,C,G,G,A,X,C
PR0185-CW,X,X,X,X,X,X,X,X,N,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,G,X,X,X,X,X,X,C,C,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,X,X,C,X,X,X,X,C,X,X,X,X,G,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
PR0187-C,X,X,X,X,X,X,X,T,X,X,X,X,X,C,T,X,C,C,C,C,X,C,X,C,X,T,X,X,X,X,X,X,X,X,C,X,X,G,G,G,X,X,X,A,T,G,C,X,X,X,X,X,X,G,X,C,X,X,X,C,X,X,X,C,X,X,C,X,X,A,X,X,X,G,G,X,X,X,G,T,X,T,X,X,A,G,A,X,A,X,X,X,X,X,X,X,C,A,C,T,G,G,X,C,X,X,A,X,G,T,X,C,X
PR0190-CW,A,A,G,G,N,C,G,N,A,G,C,G,G,C,A,C,C,N,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,T,C,C,C,G,G,G,T,T,A,A,G,G,C,C,G,G,C,G,G,G,G,G,C,G,T,C,T,G,X,C,T,G,C,X,C,A,G,C,G,G,G,A,G,A,A,T,G,X,G,G,T,G,A,G,A,A,G,G,G,G,C,G,C,A,C,X,G,G,C,C,X,G,A,C,X,G,C,X,C
PR0191-C,X,G,G,G,A,C,G,X,X,X,X,X,X,C,A,C,C,X,X,C,C,C,T,X,X,X,T,X,X,X,G,A,T,T,C,C,C,G,G,X,T,T,X,A,G,G,C,X,G,X,X,G,X,X,X,G,X,X,T,X,T,G,A,C,X,G,C,X,C,X,G,X,X,G,G,X,X,A,A,T,X,T,G,X,A,X,X,X,A,A,X,G,G,G,X,G,C,A,C,X,G,X,C,X,G,X,A,C,G,X,A,X,C
PR0192-C,X,G,G,X,X,X,X,T,T,G,C,X,X,X,X,X,C,X,C,C,X,X,T,C,X,T,T,G,X,X,X,X,T,C,X,X,C,G,X,G,T,T,X,X,X,G,C,X,X,X,X,X,G,G,X,C,X,G,T,C,X,G,X,C,X,G,C,X,X,X,X,X,G,X,X,G,X,X,G,T,G,X,X,X,A,G,A,X,A,G,X,G,G,X,X,G,C,A,X,X,G,G,T,C,X,X,A,C,G,X,X,C,C
PR0193-C,X,X,X,X,X,X,G,T,T,G,X,T,X,C,X,X,C,C,X,X,C,X,T,C,X,X,X,X,C,X,X,A,T,C,X,C,C,X,G,G,T,X,A,X,X,X,C,X,G,X,C,G,X,X,X,X,C,X,X,X,X,G,A,X,X,X,C,X,X,A,X,C,X,X,X,A,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,G,X,X,C,X,X,A,X,T,X,X,C,X,G,X,X,C,X,X,X,X,C
PR0195-C,A,A,G,G,T,C,A,T,A,G,C,G,G,C,A,C,C,T,C,C,T,C,T,C,G,T,C,G,C,A,G,A,T,T,C,C,C,G,G,G,T,T,G,A,G,G,C,C,G,G,C,G,G,G,G,C,C,G,T,C,T,G,A,C,C,G,C,C,C,A,G,C,G,G,G,A,A,C,A,T,G,T,G,G,T,C,T,A,A,A,C,G,G,G,T,G,T,A,C,T,G,G,T,C,C,G,A,C,G,G,A,C,C
PR0196-C,X,X,G,X,X,X,X,X,X,X,C,X,T,C,X,X,C,X,C,C,X,X,X,X,X,T,C,X,X,X,X,X,X,T,X,X,X,X,G,G,T,X,X,X,X,X,X,X,G,G,X,X,G,X,X,C,X,G,T,X,X,X,X,X,X,X,X,T,C,X,X,C,X,X,X,A,X,X,X,T,X,X,G,X,X,X,A,X,A,X,C,G,G,G,X,G,X,X,X,X,X,G,X,C,X,X,A,X,G,X,X,C,C
PR0198-C,X,X,X,X,X,X,X,X,X,X,C,X,T,X,X,X,X,X,C,X,X,C,X,X,X,T,X,G,X,X,G,X,X,X,X,C,X,X,X,X,X,X,X,X,T,X,C,G,X,X,X,G,X,X,X,X,X,X,X,X,X,X,X,X,C,G,C,X,X,X,X,C,X,X,X,X,X,X,X,X,X,X,X,G,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,T,X,X,X,X,X,T,X,X,X,X,X,X,X
